994,5243406,45492677
994,9709807,41936760
1062,3305029,48013821
1082,2637578,60837904
1080,11422820,20803658
1076,8283179,46289828
1144,8228826,27208569
1166,5968098,52555148
1180,5671883,38474970
1180,9152731,48932588
1194,14372290,42413936
1246,6598829,37299362
1256,4262039,46971511
1262,3887426,54376513
1278,12258296,21904615
6,3707,19284
16,3972,29424
16,17185,44775
18,23539,58610
20,14638,39922
16,13729,37120
38,69901,165287
30,21553,76482
24,19897,57010
28,30322,85947
38,61229,111917
50,59064,165413
54,98883,282369
54,72376,171711
64,121439,217017
74,128414,233491
84,194263,368828
76,85651,312954
102,201158,406300
100,219596,438356
102,189238,642901
106,104453,609239
106,157619,407882
118,258409,651837
132,290718,501009
134,3281121,4175341
144,63630,216954
166,93909,1080391
170,456884,1468476
166,332282,1183122
170,417772,1662286
176,284750,1927278
200,232786,1896451
206,350407,773148
208,540342,1418441
216,2246096,3451473
238,240722,1617363
252,670280,1435508
250,965112,2169634
252,823283,1650349
264,488924,1707392
284,1293315,2906833
292,655463,4816971
290,1435932,3076885
298,222088,530123
300,1023890,5092772
340,3011885,6294722
340,691762,3275143
348,1824732,4450148
350,1264825,3144361
396,2274865,4130790
392,1948179,5773024
418,2291468,8772310
398,1709481,18364380
468,5740139,10770046
474,856778,7124271
470,1123232,15798444
508,1879026,14240492
512,6257589,11050233
532,541050,9686781
578,4187704,16500837
592,2449049,11463730
606,8129958,12457510
652,3343735,19358433
666,23776389,29534007
662,3805404,23236333
666,2048420,17356467
664,2159334,23759334
728,4509834,20491002
746,7204892,41358886
10,11328,37458
6,4871,20681
18,18916,56812
18,12007,37585
28,15781,77963
26,1883533,1936411
36,43336,99120
54,63811,179520
52,35066,88746
52,92014,238523
54,17702,153656
70,109933,324981
78,113054,262400
72,134318,320543
72,48426,282737
102,292435,739233
108,251234,552362
110,224371,818686
134,363839,910114
130,159903,1122043
132,297450,1244660
164,334237,740011
166,259000,784311
172,238393,421932
200,231536,719827
216,593075,2002421
206,756020,1430850
246,567572,1149197
238,596660,2483251
246,969024,2215676
244,331828,1461413
246,499745,2974551
286,700566,3127713
296,330230,1728026
298,551096,4906468
308,102201,2112692
288,320263,3965847
332,2181184,3936943
346,666642,12600957
352,1240349,2477568
394,951841,8523143
392,570181,7991207
406,1843208,3787451
412,972541,11361555
406,2649317,12789343
468,330400,1647409
474,2301061,8598877
472,2670310,13893560
512,2975628,5258715
520,1603886,10889313
536,1627446,3608865
584,2219235,12556962
592,2999981,13515899
608,2603272,9804598
604,3546000,11876576
658,2633149,18126283
670,3745749,18978240
658,3201935,12748847
670,2659122,17258957
738,5998385,19961047
748,5241469,16905218
742,4038855,18258044
756,4419045,22420310
798,11442823,32211442
808,11317247,26448268
820,7374952,24685709
820,4068719,29786961
882,3200109,12676806
896,1616365,12856749
904,2853396,21633927
922,16927078,27239381
918,10233892,21529767
976,4134796,45046471
962,5468915,43181136
1000,480548,37064956
994,10135560,38912613
1008,8156647,26485610
1056,2174342,12848099
1070,3008110,35188024
1076,2383743,30624455
1092,5945208,67228286
1094,15351307,48242194
1158,12844481,54282358
1174,37517800,93258244
1180,3305634,39803615
1186,8405190,72505067
1254,1178268,4181886
1258,16105175,56568140
1280,19674996,32101116
1282,5830247,57331882
1360,14979836,68392350
1358,16187201,51617943
1372,2916134,67043548
1394,16834361,61101468
1450,17217722,56144988
10,2976480,4454594
22,6267390,9811119
16,14044906,16436053
20,8507316,19326889
18,994800,10595233
28,1607709,13470400
28,1562955,20248125
28,696485,3302298
50,3968322,13761211
54,2163870,6378948
56,5287275,7757434
56,3632710,6665034
56,20698354,29218098
72,13056748,36661648
80,394277,2451517
74,87867,1605881
94,298026,13348682
102,526751,21998104
108,304515,17478258
134,426369,26206414
136,17526931,31982212
162,3565232,17029214
160,608744,17518920
164,2241077,43922365
158,13983441,28802815
200,39419045,94756030
206,30651286,101710130
204,50116588,122549815
198,61852272,143895186
236,717679,8229553
248,472919,9632930
254,2166782,16918247
256,12594103,34087947
260,661389,23963659
286,225620,14480206
294,478426,14404321
298,10696985,20399483
300,12619101,40953720
302,1196883,15030055
338,1318769,22347752
344,1510385,20382825
346,1537453,13718192
358,819819,8765319
388,12138650,20831945
402,2033298,17985627
400,371243,12395440
402,4923001,21115300
408,1566406,6370035
458,895159,13602209
474,1193787,3365646
510,1909973,10543351
520,2393642,5836474
518,2543003,14345958
522,1849987,15653592
536,2515985,15581724
576,2738664,20116618
582,1965670,7214857
588,1977533,23868952
602,1289220,5844059
608,2169442,14887011
650,11856102,46197188
674,5715751,37596050
676,17684793,42827240
720,11457434,39735289
736,7068214,69780915
732,7149588,67969140
742,12974041,47889997
750,10159445,44167393
812,10963860,76164806
812,765344,31388589
824,14901323,41188770
826,5525606,28083722
878,1567503,57243105
904,2949274,23326142
900,6883284,35253730
984,3070782,43721463
986,2141205,32624737
998,6644924,71463536
1004,7382035,43489727
1061,13231800,118236043
1080,45493492,184041559
1068,2110773,119246737
1096,5135453,75053255
1164,17073349,55308990
1174,3847876,42117954
1172,6856508,55580274
1246,2108663,48376728
1266,13118992,42286028
1292,7950327,27866777
1362,8056908,48499570
1362,1408001,34913549
1376,20696741,65832921
1392,1533594,77526551
1456,6005523,68408797
1478,34523870,88413384
1484,38233364,63095043
1492,20217201,64606820
1488,46990462,119642603
1570,12166601,73154883
1582,4432542,109743663
1590,26484047,106054712
1592,28462829,81386567
1698,19460926,82664670
1714,1455943,96171956
1732,3761760,88347567
1808,19705667,160232545
1826,24381425,88519060
1842,32255233,133035952
1932,13974895,109427677
1944,60831057,172991063
1968,25506797,127965501
1980,32317681,119851190
1958,27814031,193098135
2052,30080980,138620620
2098,22339946,41020618
6,198198,3101324
18,996781,3285067
20,12126210,15597891
34,12135725,27683849
30,1698613,7168512
8,654554,1677809
18,1790961,8984064
14,4739439,6375940
20,1323048,3436686
26,2554805,20770797
28,1755571,3329069
30,1749823,4634685
32,1542334,7210952
48,896820,13243100
46,2816816,10114508
56,3110146,7209123
52,2742748,6099672
70,21049553,38854723
74,17505369,45129472
76,911362,3236388
94,222322,4640483
104,384269,3741626
100,326807,19785190
104,381372,12204412
132,8692047,20483875
132,178601,22257677
140,85084,3420931
140,506257,11600020
164,298512,13843613
172,408768,16826052
168,10008290,20359496
172,1268197,23466023
172,1647771,22236357
204,2573022,34392777
208,13282510,43927839
208,954298,28848805
208,1561720,40098146
212,6144266,35265193
248,19524818,53735503
250,2971094,33003665
254,8650302,35145671
258,1584948,32973210
254,6243840,72253849
292,11648703,44069417
292,10423269,32385580
296,2248259,60866545
304,2584237,49708830
310,459145,50371008
340,9224430,40072230
344,11469747,35887538
352,797702,13755671
354,20417402,58690157
392,2992537,20128118
404,1048412,21010224
8,25266,159340
10,30801,85121
26,150677,284193
22,62839,169226
18,29703,4361199
26,54650,154540
32,45593,383585
26,111778,274263
34,155068,1181637
50,193653,564854
42,180226,446233
54,107211,530043
54,229740,468615
50,123092,289803
72,316266,10916855
80,257433,805572
82,333526,1323917
78,365139,9882331
98,238334,1024470
102,6531151,7082613
104,62517,508458
112,347613,1274320
126,168762,455328
134,427146,1016293
138,549350,1490199
134,409228,2839118
160,454589,1522424
174,303653,830038
158,458271,2019233
172,382012,5789579
164,5841819,6684787
196,1444769,7891466
202,345662,861387
206,1304964,15614144
210,824619,1966212
250,4284804,7474238
246,1575198,2995460
248,1719904,3473986
254,484315,5426489
258,4082300,10454642
288,1295690,4587094
290,97936,5750300
6,3108,44766
6,2749,44485
20,27682,118853
16,23795,99141
18,25719,119134
22,18013,116781
34,21661,21680
32,61786,146813
36,123263,354082
44,54326,284969
54,11139,280018
50,79898,222785
52,113655,342084
68,115566,133815
70,138690,951148
80,254896,410147
74,247343,625074
80,367685,931949
96,339931,862390
98,137877,190100
104,296629,1045971
104,311123,704844
102,222916,4102228
134,484022,1352527
138,44363,427908
140,285829,1934881
176,821128,1914120
168,362218,2208943
204,285162,786179
206,562248,4377362
204,196776,576992
210,533001,1479863
212,592589,1372371
240,865592,2529474
242,423123,3799392
246,890802,3497993
254,626112,2733888
242,719898,12004321
278,1331469,5721290
284,2661925,4231142
298,2066359,5081124
302,384461,8288218
338,649674,13933902
342,816735,1812909
348,760508,12359677
356,1428124,10166047
368,1294715,14184755
386,589926,9625236
398,534678,19832934
400,3417810,9956062
414,1513726,4989255
408,2109262,7433446
444,2003040,10121520
454,1133405,2431508
458,1258800,4998303
468,2960635,11400941
472,7454412,10399761
518,2800830,8582429
516,3855658,13036260
534,1717961,3374747
526,2208889,10571945
534,8316665,17491896
588,2376664,20480045
586,2230608,23321964
592,1058641,18113725
598,3629369,19973074
644,2730300,11424928
656,3988969,17017005
670,2935504,6811326
672,9364086,15318499
680,3013971,16867489
720,24551630,37514801
726,1380224,19448395
750,1862666,16614437
748,3920029,14875743
812,5207997,31826354
826,10081058,23068464
826,3019009,32595534
894,6275175,27271254
894,1684297,9616142
900,14226608,42535744
906,9367060,23163131
912,10898249,24511432
970,6756265,48736471
990,10750863,22964077
998,5495487,42756516
996,3296570,34792253
980,3895209,64191276
1076,3037198,55317512
1080,1580432,53648696
1086,13700504,48604700
1156,33477147,63107580
1176,8849495,44258433
1184,6711565,51631833
1180,13470425,50941649
1248,17887011,97916342
1278,23605189,72008827
1384,2946676,52693124
1382,18439434,84035750
1392,34848463,83096254
1466,13373212,76746707
1502,9871822,54414954
1572,8480254,53255644
1586,2117609,5534327
1588,37203266,88459259
1592,24873625,70241826
1590,12610349,54731991
1698,20564951,76928305
1714,23117981,120767178
1722,13560802,64627556
1728,4226621,147223940
1822,28839891,126016080
1818,30536512,85947110
1842,21581444,157006678
1836,1417944,62630304
1916,34888305,124823677
1948,27609691,80526718
1970,17201310,183341648
1958,23552690,67680828
2052,28626095,51262672
2068,14654764,171474776
2068,47727630,156341228
2072,3889880,177130545
2206,53070717,147203464
2220,62665016,198218872
2214,2402786,191273544
2313,103209753,226142442
2346,135516829,321445288
2366,1731744,9724269
2462,42019263,203875052
2460,36900048,158294583
2494,53368934,216502125
2490,41426862,174826504
2496,74161152,126500118
2606,9957929,195586397
2624,34999270,204980560
2628,55882831,175542461
2642,40996770,152767341
2732,13808196,18513154
2746,29395814,222052606
2764,57904885,185245449
2788,9547733,126556684
2894,4165904,130821496
2894,27911379,230284766
2930,38966459,172682305
3052,21595885,303806327
3074,20614660,355945670
3084,36957086,336209829
3088,8055023,470739757
3238,58698432,385936517
3230,36679196,338418728
3250,28382153,288098742
3254,65161014,163788693
3258,80230055,249112686
3370,45033739,433223673
3392,26814996,46693656
3413,45118653,144666475
3424,8348264,231437221
3544,69000950,400698871
3554,34583679,274898984
3572,35917427,224787340
3716,143769056,568477496
3730,55726498,552666296
3714,41551383,578158434
3756,4898311,628657144
3752,140455682,481361934
3880,126717327,226117413
3906,31772106,721429471
4,3488,16944
10,10329,30703
10,9269,34363
14,10049,30855
10,8717,25520
12,14707,34041
18,17360,47609
36,62604,172773
30,19196,68537
30,20112,78023
36,27712,82934
32,11021,53788
48,85977,231222
40,28803,117543
46,80809,160309
54,51088,192580
48,53854,167086
74,73462,311574
66,191041,359698
76,117300,385050
76,155021,194311
80,107919,193220
100,228723,422007
94,245996,362192
108,160352,459628
104,804419,1197025
132,296102,643014
140,139105,740249
162,378858,1311330
168,268102,572822
174,539270,2660121
170,388478,971383
164,438714,1093242
190,481556,1619731
218,861603,1902741
216,904400,2103405
204,3560080,5770086
238,1152750,2207448
262,481035,1374107
258,1120730,2132261
292,841109,1560779
298,908659,4694946
302,386678,680436
342,803721,2422902
344,712786,1138071
346,587093,5225232
350,1140776,2233479
390,4923256,12045031
396,214191,4838193
410,1831665,5782430
400,4515098,6620984
410,2325029,8831262
462,1570762,10670089
460,314514,5919216
468,1588834,6732506
474,1618041,4470368
472,7066458,13358433
516,1451551,8638029
518,2239216,8231211
530,1210205,8650699
534,1872142,6902619
544,2857622,12313709
584,2269534,3639381
592,2976902,13454032
590,7583577,13271287
592,381509,7099064
606,2044527,7228638
652,3101126,6923934
654,1446744,18035938
664,4932024,6064231
668,2015989,17254745
728,10981632,38578073
730,4074654,23698682
736,5283697,29883657
746,3448421,17546286
746,1524771,8911729
798,2240505,21244338
812,5725815,27221822
814,3265676,29194283
824,23600443,37825611
822,10174106,38971068
888,10823450,21839469
892,3990415,27070492
966,2486843,28909576
984,3208975,47752734
996,4944941,38425440
990,13297423,38021681
1060,9814227,35790127
1082,11195478,55348656
1094,4546855,46290144
1162,3513085,57656921
1170,13076165,67403523
1168,8119999,62774239
1184,15433635,59569311
1258,2562779,40319342
1278,16045396,57654080
1276,18452357,60021925
6,779548,1183681
4,152264,809687
10,1114250,20890783
20,6941855,11183569
14,11474027,12535929
26,13990737,20911065
32,989036,12204622
38,3693305,5942442
36,2089257,4069950
48,1853895,6548540
48,2617459,9474451
54,1317508,3354955
50,2084105,3485766
68,23260545,35317732
74,8239469,55601859
76,10174518,34773556
64,398377,19409869
106,8808457,23502189
100,490134,16569511
106,813384,9533242
110,605795,27650630
100,5811366,13979331
122,9393948,22339338
130,11791328,35043771
128,946628,21233638
134,834496,14456854
140,215977,20079230
158,7834433,25348997
154,527863,28457810
168,1024802,30410133
168,792582,25599390
168,389747,12702559
194,7604806,33866240
202,5712201,33358195
204,370594,18521299
206,699846,18401258
216,876276,21792972
236,9843728,46200948
236,1906011,41574012
256,13286273,48756009
254,15376253,40010898
246,1691024,33655688
286,1317437,30344467
298,7701001,26567570
290,3938474,44207064
310,14610842,40564243
344,1523947,43987294
354,993939,41050824
358,3640732,26234720
362,877579,8544215
394,1840524,23381037
400,10488111,26923467
402,2936842,43336137
406,11817553,50084613
406,34787834,54569444
452,5789707,7943347
446,14905258,61335404
460,50926938,184760076
470,4591947,5648357
6,1926959,12727042
12,558096,1814731
20,1762089,3380002
16,1192823,12678942
28,5865536,8268540
28,738123,13755732
34,18543025,32821839
34,2944048,6378619
54,3113526,9062347
50,4581795,20354676
48,7726041,14677386
54,3820139,19981123
60,21149989,33539963
78,6519622,26894133
78,12952478,20021552
78,695601,17873727
78,8523781,11525218
96,550132,11762762
106,4483743,20585176
110,298647,3550048
126,6381951,34184441
134,627322,23385684
140,313969,12696371
142,294268,16469081
136,1273574,18901257
160,836556,17039497
166,797339,23387509
166,781373,21605931
176,4292982,21897877
194,13737754,34168516
206,13776205,24289221
202,255150,38588136
212,5579150,31150449
208,14174471,35564536
232,1403473,13691637
254,78607,24252401
254,3668783,27475832
252,8835162,23764350
292,11926267,29625549
302,6173379,35305221
300,12264952,43635335
298,14784793,42690104
340,12725814,41930734
354,737124,11550196
352,1771969,25306976
392,2755172,35210695
410,9644422,63275900
402,5918984,29251214
400,11620773,90301187
414,9573450,17585480
448,28632386,53053677
458,17265629,50071643
464,12532454,47793198
474,5765593,34409301
516,13796745,30300447
524,3124018,30472041
524,5064983,33236069
530,7247337,18051542
580,18853945,35451222
598,5138199,30667155
600,1258451,12662412
594,11375701,42240581
604,6152512,34729041
652,8742103,39685300
672,12830385,46474762
724,6025504,57683724
730,4126988,18064782
736,737171,16800309
4,23379,92546
18,31671,184615
14,20379,89226
18,38299,76092
22,33452,188196
30,82033,220445
32,65739,7645032
32,59781,183489
36,60736,245002
54,760971,825527
52,210410,387684
54,133506,522642
52,158624,314215
54,2292103,2438361
72,305982,644055
84,3034937,3682193
78,342772,907738
84,234105,445706
94,331783,674148
100,137058,1199945
106,328871,854974
102,97062,343320
108,799472,1343566
116,172916,912805
132,119887,1488540
134,381646,6875574
126,534482,1287401
136,865492,8606540
172,477096,1678875
162,452143,2282013
172,619575,7327393
178,5811924,6278665
198,9373253,10899120
204,741562,11565582
208,5981765,7671666
210,629190,1196530
252,1559525,4735605
246,750876,4702614
252,461309,5529289
250,825871,3853512
286,1998205,3681957
298,2756656,5898716
298,1124599,5363621
340,1101822,11918582
342,2458159,8267319
352,778543,8439152
352,2891062,7856957
10,1164288,2678520
10,837451,2024691
12,1700147,6681292
18,626596,2186910
16,11812627,13279065
18,12933904,13946680
30,1366770,3430814
36,2032253,11747014
38,3331712,8301193
34,2259062,5097736
48,6886275,10849234
48,1179399,3012677
52,11989175,20107896
58,15865371,22901538
66,1619411,7462994
68,8921532,10997669
78,474442,12698683
74,176263,6336329
82,356010,12273594
104,44647,11791110
104,540014,18532349
104,417981,31833764
112,1133021,15090810
130,1150329,36627732
126,9560538,38291099
130,578662,27889940
132,1233826,34095582
134,817401,41972642
166,633232,10966219
170,813766,33696769
210,9016333,32450544
210,732674,24966038
206,5872741,23044380
260,1845093,26393966
250,1692351,11233938
250,5596420,19343142
250,12699822,26497857
284,10054991,39128279
290,2774684,30200095
298,8616107,36195588
308,10703429,33659479
338,1562383,33133232
344,221342,58579171
348,11812813,61079635
348,19374845,61550024
356,12265651,63320688
396,11271580,82178325
392,15762908,48418076
402,3890965,26522183
394,2451894,16635341
410,10936182,49743463
452,11790097,38948097
460,1270499,13361002
476,2228112,22742056
474,1389225,18421276
514,1328866,11714074
512,2293045,18541379
522,2251141,7114361
534,2732989,12412870
578,2623525,30173903
590,2698319,53664222
590,4326733,18650836
596,2182422,28010664
598,6278589,10314034
650,3656655,27687579
648,4733388,11157140
670,10916079,25925636
676,8028630,33557983
668,12112080,42120183
736,1278005,15315083
746,6447310,27542926
758,5289679,17148335
820,6767628,28933341
810,10398501,63028979
810,22179790,39163730
824,20234590,54962753
818,381921,56858712
884,12035673,65437951
908,23039678,97751277
916,5295326,20964258
984,24428579,89033266
984,15612079,90894414
984,10141035,25702810
1060,18205835,94027215
1070,43328915,132351236
1086,26061421,113578034
1086,69031798,113027921
1078,24950687,89944054
1170,48571122,128341736
1160,59491090,138016620
1164,13137997,69044442
1188,26969988,102010681
1198,5809145,123240893
1254,17358054,74077409
1270,66146609,131014711
1278,6971997,36186178
1298,7891977,102070271
1356,1127290,96843854
1357,19646164,169769172
1380,47197211,105546574
1394,29493780,138085900
1486,22419498,59729047
1486,40021094,47263750
10,941355,2221536
6,514545,1450802
16,1051934,11216953
16,543033,2121785
14,149501,9307459
32,17344264,33253710
26,831254,3419985
36,9452787,16404228
36,7412273,9368265
54,10187947,23564888
52,8349454,12631508
58,4903705,9486943
52,18462078,24289373
74,12691278,30637272
74,27015349,61541806
76,17646144,42318670
78,633899,16533891
88,479110,11943428
92,845678,12673813
100,404181,21622966
100,832604,19218457
106,9269116,32204030
112,8541114,28149189
122,459379,10257989
130,2250023,20739361
128,201365,23164816
138,1076190,25219329
136,1113601,29395303
164,562401,15394885
160,11513583,49284623
174,1142338,22848671
172,803140,35316227
208,23803140,40771102
212,21070168,69313189
210,1083497,33089274
208,3013329,27340987
244,1049253,25923749
250,11510750,66861989
254,3413484,41341452
258,12204177,43676142
256,8232546,52075927
288,11917543,56835596
294,12190275,55896897
308,7884341,51176307
306,2219783,54673642
350,18763980,75324345
350,1468380,39530933
348,10916497,37075199
402,927945,36532147
398,25465800,60389610
392,10897577,50968109
414,736174,7308594
418,7918073,27583192
450,552172,9165868
468,1681660,3594137
460,842903,37082785
478,9977215,18799293
516,1490843,21737229
526,1384046,4944677
524,685088,11276044
530,2828768,16715393
530,6157176,24585441
12,1672290,2902816
16,1710547,3261243
16,1580664,7116530
18,4068299,13603850
18,4878189,7542415
16,4722389,6028393
30,36381993,46537513
32,1766866,15002907
38,7457913,16631241
30,2189662,4132300
38,3191166,7815737
50,3075153,24999257
46,3414320,6829062
54,9929165,15799068
56,17818459,29742184
74,19181254,22704296
74,3761180,15641946
72,6950074,10484695
78,354431,8567238
74,232017,25523119
98,474032,13183679
96,12487587,25513610
98,726404,12572115
98,471061,16719796
108,266556,13593845
130,531238,32219178
136,12152638,35094351
130,887275,25508938
132,1421920,26655288
132,780707,16814500
164,9830215,31375633
166,1404932,45572131
206,1714894,27189977
206,1091909,27975598
204,967868,20982678
206,1425833,32226983
212,10208296,23144153
240,2174530,39286914
246,3534523,13489602
250,9882492,29178818
258,7040119,42506446
264,16311918,49412887
276,8654927,48906315
298,1689177,26319541
294,7869775,55941425
298,13610634,57843594
310,12995511,43722009
352,611431,56539000
348,2380782,54788748
358,902210,33012115
348,1599223,35357972
366,1364164,56240910
392,17493571,49474071
402,23451651,34749653
412,1716629,25662789
400,6429032,24951547
470,3386152,22946738
456,7106540,11999108
478,5471821,13544612
464,2733787,14835446
476,3367828,6944075
510,5836605,20229478
516,2742716,10865038
538,2403061,14543513
586,5210868,9801798
592,29756449,38419138
588,3827472,14367193
604,1281156,2377456
640,5273596,9012813
664,3160527,18990954
664,7069157,26828606
670,2243366,28536171
680,1188287,6673197
728,5164080,14002038
730,773327,8114985
740,10247374,40251146
756,5808657,31758779
748,1460919,4638306
802,15580779,39336060
810,10288950,36026953
802,4701689,15314386
828,8049295,29463482
816,3356415,22182209
888,4022447,32102040
902,6808299,32023236
900,4136011,16653466
908,2358500,32722435
914,2004079,5442700
974,4336563,35087314
992,15468452,18720485
992,2893875,17327148
998,8523867,24510427
1068,3567341,49097898
1080,13288534,44247940
1078,499172,39163124
1158,7493973,76889952
1156,5173137,50842128
1160,1483960,46421711
1198,4301655,20368905
1250,20796769,66045628
1280,31189522,55808772
1272,2310972,80485189
1280,7938302,73478632
1288,14833866,45161107
1360,7283421,109684680
1368,11815696,65984471
1380,8074108,80556316
1386,4248465,36249152
1468,10530403,51602491
1482,11722568,65187342
1488,44326044,94599324
1592,37572190,84450317
1576,24255244,86268307
1594,7532727,39915460
1598,51297419,100137054
8,4328,46070
10,12945,38921
6,10997,40535
16,18332,74821
16,22450,56243
20,22817,68085
14,15051,53852
12,9926,43230
30,29084,93275
32,17591,65346
38,33091,84445
32,44966,113274
48,56080,146324
50,17182,103458
58,88569,278302
54,44255,150398
56,20065,221349
74,180033,284044
70,98942,314595
80,49727,5660374
74,134472,338567
100,44084,167576
98,60041,202058
106,258737,422184
106,311106,2188884
100,203923,9370491
130,264977,644660
134,328513,680728
136,6552444,12018749
136,379095,789366
156,281722,1549553
162,433200,785321
162,738901,1075397
170,160945,325554
200,671288,1797291
210,501657,1224522
210,180835,1836470
206,270181,1162373
246,298443,845092
252,3266737,4412400
250,288559,1727743
246,1008376,2535985
252,1083849,3365538
288,467423,3316172
294,524632,2686983
292,666497,3919327
300,1103208,2924633
306,560810,2002369
346,4184620,7993539
336,1282473,11513264
354,1009105,8577583
352,1019481,9857176
390,1192568,10609707
10,4350533,40776251
6,5456024,6987722
8,2053191,3068579
14,1150960,8068938
18,1893853,11329546
22,9232588,11255806
22,1426306,9787203
34,3460964,17420975
8,561376,1031220
8,206875,580226
8,31709,434224
18,791593,1620506
20,681225,1237514
22,1222169,2861849
16,416385,867092
34,1864609,4250221
40,2903402,4762738
36,4774685,6718902
30,719885,2018890
54,1443343,3619790
50,15637644,23704213
50,811804,2592256
52,571747,10066680
70,14626793,36530302
80,409724,10947992
78,96050,7827173
80,242682,11386454
96,367293,11129456
98,201395,15065045
104,416924,5726849
100,337090,26326006
126,683191,13998450
134,501615,34297043
134,254565,11831213
130,12964875,26308188
148,234968,11975308
160,874121,32986387
172,3683275,20318059
174,942059,14557250
178,791041,35590326
196,1024215,16587148
202,177957,15237710
202,18030710,32184043
212,5916962,18946440
210,5675127,36335402
240,740899,28700930
254,12839890,38181326
250,9521896,33313392
258,352172,31539752
286,1067049,27404794
294,13613071,39609525
294,352392,23542108
300,11609701,37190199
298,705936,46305816
346,1163364,34280326
346,1080948,36207970
358,827116,27854909
348,2477230,20851987
394,9168809,43816168
404,2136434,12790883
406,12971923,21989301
